Cell_id,Image_id,CD163_,CD31_CD34_,CD3_,CD44_,CD4_,CD68_,CD8_,CK5_6_,Cleaved_caspase3_,ER_,E_Cadherin_,FAP_,GATA3_,GranzymeB_,Her2_,Keratin8_18_,Ki67_,MCAM_,PD1_,PDGFRa_,PDGFRb_,PDL1_,Vimentin_,YAP1_,aSMA_,pSMAD2_,pSTAT3_,panKeratin_,Mask_id,
126,1,0,0,0,0,0,0,0,0,0,0.305556,0.527778,0,0,0.388889,0.333333,0.722222,0,1,0,0.833333,0.222222,0.277778,1,1,0.0277778,0.666667,0.916667,0.944444,1,
127,1,0,0,0.456522,0.163043,0,0,0.445652,0,0.119565,0,0.282609,0.326087,0,0.163043,0,0,0.173913,0,0,0,0.565217,0,0,0,0,0,0,0.358696,1,
128,1,0,0,0,0,0,0,0,0,0.27907,0,0.596899,0,0,0,0.356589,0.24031,0.503876,0.930233,0,0.565891,0.689922,0.100775,0.736434,1,0.263566,0.542636,0.317829,0.689922,1,
129,1,0,0,0,0.136986,0,0,0,0,0.0410959,0,0.0136986,0.931507,0,0,0,0.123288,0,0,0,0,0.972603,0,0.917808,0.753425,0.410959,0,0,0.0821918,1,
130,1,0,0.375,0.025,0.1625,0,0,0,0,0.0375,0.0625,0.15,0,0,0,0.15,0,0,0.6,0,0,0.65,0,0.875,0.95,0.25,0,0.1875,0.1625,1,
131,1,0,0,0,0.0227273,0,0,0,0,0.431818,0,0.772727,0.568182,0,0,0.0681818,0,0,0,0,0,1,0,0,0,0,0,0.159091,1,1,
132,1,0,0,0,0,0,0,0,0,0.21875,0,0.65625,0,0,0,0,0.71875,0.5625,0.84375,0.03125,0.09375,0.875,0.03125,0.65625,1,0,0.75,0.15625,0.875,1,
133,1,0,0,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0.21875,0,0.6875,0,0,0,1,
134,1,0,0,0,0.0222222,0,0,0,0,0,0,0.6,0,0,0,0.266667,0.755556,0,1,0,0.711111,0.933333,0,1,1,0.2,0.933333,0.911111,1,1,
135,1,0,0,0,0,0,0,0,0,0,0.0384615,0,0.615385,0,0,0.115385,0,0,0,0,0,1,0,0,0.538462,0,0,0.307692,0,1,
136,1,0.0412371,0.659794,0,0,0.175258,0.247423,0,0,0.103093,0.0412371,0,0.453608,0,0,0,0,0,0.216495,0,0,0,0,0.958763,0.804124,0.536082,0.175258,0.371134,0,1,
137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
138,1,0,0,0,0.195122,0,0,0,0.0487805,0.926829,0,0.804878,0,0,0,0.170732,0.756098,0.414634,0.390244,0.0487805,0.170732,0.804878,0,1,1,0.560976,0.365854,0.219512,1,1,
139,1,0,0,0,0.1875,0,0,0,0,0,0,0.458333,0.25,0,0,0.0625,0.270833,0.354167,0.479167,0,0.0416667,0.0208333,0,0.875,0.9375,0.6875,0.4375,0,0.791667,1,
